OppRk,Opponent,Result,Effect,Status,PctOfRanking,Date,Event,Win,Pts,OppPts,GameScore,PtDiff,OpponentRating,TeamRatingPostgame,GameValue,TeamRatingPregame,GameValueUsed,RatingsImpact,Team,GameNum,TeamPOPS
13,Minnesota,Loss 12-13,-9.62,Counts,0.0189,2022-02-05,Warm Up 2022,0,12,13,-125,-1,1834.48,2219.41,1709.48,2229.0299999999997,1709.48,32.309172000000004,Brown,1,0.48
69,Virginia Tech,Win 13-8,-7.38,Counts,0.0189,2022-02-05,Warm Up 2022,1,13,8,496.16,5,1329.97,2217.16,1826.13,2224.54,1826.13,34.513857,Brown,2,0.6190476190476191
111,Georgia State,Win 13-4,0,Ignored,0,2022-02-05,Warm Up 2022,1,13,4,600,9,1110.77,2209.79,1710.77,2209.79,0,0,Brown,3,0.7647058823529411
47,Florida,Win 13-6,-2.56,Counts,0.0189,2022-02-05,Warm Up 2022,1,13,6,600,7,1476.89,2212.34,2076.8900000000003,2214.9,2076.8900000000003,39.253221,Brown,4,0.6842105263157895
89,Central Florida,Win 13-1,0,Ignored,0,2022-02-05,Warm Up 2022,1,13,1,600,12,1207.83,2209.79,1807.83,2209.79,0,0,Brown,5,0.9285714285714286
4,Brigham Young,Win 13-11,1.12,Counts,0.0189,2022-02-05,Warm Up 2022,1,13,11,228.84,2,2039.12,2208.67,2267.96,2207.55,2267.96,42.864444,Brown,6,0.5416666666666666
111,Georgia State,Win 15-5,0,Ignored,0,2022-02-05,Warm Up 2022,1,15,5,600,10,1110.77,2209.79,1710.77,2209.79,0,0,Brown,7,0.75
5,Pittsburgh,Win 14-12,0.2,Counts,0.0189,2022-02-05,Warm Up 2022,1,14,12,220.96,2,1999.22,2209.59,2220.18,2209.3900000000003,2220.18,41.961402,Brown,8,0.5384615384615384
40,Colorado State,Win 15-8,-3.3,Counts,0.023799999999999998,2022-03-05,Smoky Mountain Invite 2022,1,15,8,564.81,7,1509.55,2213.09,2074.3599999999997,2216.3900000000003,2074.3599999999997,49.369767999999986,Brown,9,0.6521739130434783
24,Ohio State,Win 13-11,-7.75,Counts,0.023799999999999998,2022-03-05,Smoky Mountain Invite 2022,1,13,11,228.84,2,1662.49,2217.54,1891.33,2225.29,1891.33,45.013653999999995,Brown,10,0.5416666666666666
134,Tennessee,Win 13-4,0,Ignored,0,2022-03-05,Smoky Mountain Invite 2022,1,13,4,600,9,1017.86,2209.79,1617.8600000000001,2209.79,0,0,Brown,11,0.7647058823529411
17,Texas,Win 10-9,-7.67,Counts,0.023799999999999998,2022-03-05,Smoky Mountain Invite 2022,1,10,9,125,1,1769.66,2217.46,1894.66,2225.13,1894.66,45.092908,Brown,12,0.5263157894736842
3,Colorado,Win 15-14,1.46,Counts,0.023799999999999998,2022-03-06,Smoky Mountain Invite 2022,1,15,14,125,1,2144.95,2208.32,2269.95,2206.86,2269.95,54.024809999999995,Brown,13,0.5172413793103449
2,North Carolina,Win 15-13,4.47,Counts,0.023799999999999998,2022-03-06,Smoky Mountain Invite 2022,1,15,13,214.18,2,2179.26,2205.32,2393.44,2200.8500000000004,2393.44,56.963871999999995,Brown,14,0.5357142857142857
14,North Carolina State,Win 15-14,-6.26,Counts,0.023799999999999998,2022-03-06,Smoky Mountain Invite 2022,1,15,14,125,1,1827.64,2216.05,1952.64,2222.3100000000004,1952.64,46.472832,Brown,15,0.5172413793103449
16,Michigan,Win 13-8,2.91,Counts,0.029900000000000003,2022-04-02,Easterns 2022,1,13,8,496.16,5,1807.83,2206.88,2303.99,2203.9700000000003,2303.99,68.889301,Brown,16,0.6190476190476191
24,Ohio State,Win 13-7,0.32,Counts,0.029900000000000003,2022-04-02,Easterns 2022,1,13,7,557.53,6,1662.49,2209.47,2220.02,2209.1499999999996,2220.02,66.37859800000001,Brown,17,0.65
30,North Carolina-Wilmington,Win 13-8,-3.67,Counts,0.029900000000000003,2022-04-02,Easterns 2022,1,13,8,496.16,5,1594.83,2213.46,2090.99,2217.13,2090.99,62.520601,Brown,18,0.6190476190476191
21,Wisconsin,Win 13-8,-1.05,Counts,0.029900000000000003,2022-04-02,Easterns 2022,1,13,8,496.16,5,1679.64,2210.84,2175.8,2211.8900000000003,2175.8,65.05642000000002,Brown,19,0.6190476190476191
25,Maryland,Win 15-11,-5.27,Counts,0.029900000000000003,2022-04-03,Easterns 2022,1,15,11,381.16,4,1657.91,2215.06,2039.0700000000002,2220.33,2039.0700000000002,60.968193000000014,Brown,20,0.5769230769230769
5,Pittsburgh,Win 15-10,7.5,Counts,0.029900000000000003,2022-04-03,Easterns 2022,1,15,10,453.6,5,1999.22,2202.29,2452.82,2194.79,2452.82,73.339318,Brown,21,0.6
8,Georgia,Win 15-13,-2.02,Counts,0.029900000000000003,2022-04-03,Easterns 2022,1,15,13,214.18,2,1930.07,2211.81,2144.25,2213.83,2144.25,64.11307500000001,Brown,22,0.5357142857142857
156,Rhode Island,Win 15-4,0,Ignored,0,2022-04-16,Greater New England D I College Mens CC 2022,1,15,4,600,11,934.93,2209.79,1534.9299999999998,2209.79,0,0,Brown,23,0.7894736842105263
86,Maine,Win 13-5,0,Ignored,0,2022-04-16,Greater New England D I College Mens CC 2022,1,13,5,600,8,1230.11,2209.79,1830.11,2209.79,0,0,Brown,24,0.7222222222222222
252,New Hampshire,Win 13-4,0,Ignored,0,2022-04-16,Greater New England D I College Mens CC 2022,1,13,4,600,9,602.58,2209.79,1202.58,2209.79,0,0,Brown,25,0.7647058823529411
9,Vermont,Win 13-7,8.65,Counts,0.0336,2022-04-16,Greater New England D I College Mens CC 2022,1,13,7,557.53,6,1901.02,2201.14,2458.55,2192.49,2458.55,82.60728,Brown,26,0.65
20,McGill,Win 15-9,-0.28,Counts,0.0336,2022-04-17,Greater New England D I College Mens CC 2022,1,15,9,515.48,6,1686.18,2210.07,2201.66,2210.3500000000004,2201.66,73.975776,Brown,27,0.625
9,Vermont,Win 15-6,10.13,Counts,0.0336,2022-04-17,Greater New England D I College Mens CC 2022,1,15,6,600,9,1901.02,2199.66,2501.02,2189.5299999999997,2501.02,84.03427199999999,Brown,28,0.7142857142857143
86,Maine,Win 13-4,0,Ignored,0,2022-05-07,New England D I College Mens Regionals 2022,1,13,4,600,9,1230.11,2209.79,1830.11,2209.79,0,0,Brown,29,0.7647058823529411
20,McGill,Win 13-6,3.18,Counts,0.04,2022-05-07,New England D I College Mens Regionals 2022,1,13,6,600,7,1686.18,2206.61,2286.1800000000003,2203.4300000000003,2286.1800000000003,91.44720000000001,Brown,30,0.6842105263157895
93,Harvard,Win 13-2,0,Ignored,0,2022-05-07,New England D I College Mens Regionals 2022,1,13,2,600,11,1191.89,2209.79,1791.89,2209.79,0,0,Brown,31,0.8666666666666667
12,Northeastern,Win 13-10,-1.75,Counts,0.04,2022-05-07,New England D I College Mens Regionals 2022,1,13,10,328.14,3,1839.64,2211.54,2167.78,2213.29,2167.78,86.7112,Brown,32,0.5652173913043478
9,Vermont,Win 15-9,8.61,Counts,0.04,2022-05-08,New England D I College Mens Regionals 2022,1,15,9,515.48,6,1901.02,2201.18,2416.5,2192.5699999999997,2416.5,96.66,Brown,33,0.625
6,Cal Poly-SLO,Win 15-11,7.84,Counts,0.0475,2022-05-27,2022 D I College Championships,1,15,11,381.16,4,1985.66,2201.95,2366.82,2194.1099999999997,2366.82,112.42395,Brown,34,0.5769230769230769
27,William & Mary,Win 15-3,0.29,Counts,0.0475,2022-05-27,2022 D I College Championships,1,15,3,600,12,1615.6,2209.5,2215.6,2209.21,2215.6,105.241,Brown,35,0.8333333333333334
15,Utah State,Win 15-11,-0.24,Counts,0.0475,2022-05-28,2022 D I College Championships,1,15,11,381.16,4,1823.82,2210.03,2204.98,2210.27,2204.98,104.73655000000001,Brown,36,0.5769230769230769
17,Texas,Win 15-9,3.76,Counts,0.0475,2022-05-28,2022 D I College Championships,1,15,9,515.48,6,1769.66,2206.03,2285.1400000000003,2202.27,2285.1400000000003,108.54415000000002,Brown,37,0.625
13,Minnesota,Win 14-8,8.02,Counts,0.0475,2022-05-29,2022 D I College Championships,1,14,8,536.03,6,1834.48,2201.77,2370.51,2193.75,2370.51,112.59922500000002,Brown,38,0.6363636363636364
5,Pittsburgh,Win 15-9,15.22,Counts,0.0475,2022-05-29,2022 D I College Championships,1,15,9,515.48,6,1999.22,2194.57,2514.7,2179.3500000000004,2514.7,119.44824999999999,Brown,39,0.625
2,North Carolina,Loss 10-15,-24.16,Counts,0.0475,2022-05-30,2022 D I College Championships,0,10,15,-453.6,-5,2179.26,2233.95,1725.6600000000003,2258.1099999999997,1725.6600000000003,81.96885000000002,Brown,40,0.4
23,Duke,Win 15-7,1.35,Counts,0.0146,2022-01-28,Carolina Kickoff 2022,1,15,7,600,8,1670.4,2177.91,2270.4,2176.56,2270.4,33.14784,North Carolina,1,0.6818181818181818
51,Penn State,Win 15-6,0,Ignored,0,2022-01-29,Carolina Kickoff 2022,1,15,6,600,9,1449.51,2179.26,2049.51,2179.26,0,0,North Carolina,2,0.7142857142857143
117,Appalachian State,Win 15-2,0,Ignored,0,2022-01-29,Carolina Kickoff 2022,1,15,2,600,13,1083.57,2179.26,1683.57,2179.26,0,0,North Carolina,3,0.8823529411764706
59,Georgetown,Win 15-10,-4.77,Counts,0.0146,2022-01-30,Carolina Kickoff 2022,1,15,10,453.6,5,1403.18,2184.02,1856.7800000000002,2188.79,1856.7800000000002,27.108988000000004,North Carolina,4,0.6
30,North Carolina-Wilmington,Win 15-10,-1.93,Counts,0.0146,2022-01-30,Carolina Kickoff 2022,1,15,10,453.6,5,1594.83,2181.19,2048.43,2183.12,2048.43,29.907078,North Carolina,5,0.6
14,North Carolina State,Win 15-10,1.51,Counts,0.0146,2022-01-30,Carolina Kickoff 2022,1,15,10,453.6,5,1827.64,2177.75,2281.2400000000002,2176.24,2281.2400000000002,33.306104000000005,North Carolina,6,0.6
117,Appalachian State,Win 13-4,0,Ignored,0,2022-02-11,Queen City Tune Up 2022,1,13,4,600,9,1083.57,2179.26,1683.57,2179.26,0,0,North Carolina,7,0.7647058823529411
25,Maryland,Win 13-10,-3.21,Counts,0.016399999999999998,2022-02-12,Queen City Tune Up 2022,1,13,10,328.14,3,1657.91,2182.47,1986.0500000000002,2185.68,1986.0500000000002,32.57122,North Carolina,8,0.5652173913043478
48,Case Western Reserve,Win 13-4,0,Ignored,0,2022-02-12,Queen City Tune Up 2022,1,13,4,600,9,1464.33,2179.26,2064.33,2179.26,0,0,North Carolina,9,0.7647058823529411
60,Notre Dame,Win 13-10,-7.53,Counts,0.016399999999999998,2022-02-12,Queen City Tune Up 2022,1,13,10,328.14,3,1398.11,2186.79,1726.25,2194.32,1726.25,28.310499999999998,North Carolina,10,0.5652173913043478
27,William & Mary,Win 15-8,0.02,Counts,0.016399999999999998,2022-02-13,Queen City Tune Up 2022,1,15,8,564.81,7,1615.6,2179.24,2180.41,2179.22,2180.41,35.758723999999994,North Carolina,11,0.6521739130434783
9,Vermont,Win 14-7,5.06,Counts,0.016399999999999998,2022-02-13,Queen City Tune Up 2022,1,14,7,582.89,7,1901.02,2174.19,2483.91,2169.13,2483.91,40.73612399999999,North Carolina,12,0.6666666666666666
8,Georgia,Win 13-11,-0.34,Counts,0.016399999999999998,2022-02-13,Queen City Tune Up 2022,1,13,11,228.84,2,1930.07,2179.59,2158.91,2179.9300000000003,2158.91,35.40612399999999,North Carolina,13,0.5416666666666666
7,Massachusetts,Loss 10-13,-11.33,Counts,0.0194,2022-03-05,Smoky Mountain Invite 2022,0,10,13,-328.14,-3,1936.21,2190.58,1608.0700000000002,2201.91,1608.0700000000002,31.196558000000003,North Carolina,14,0.43478260869565216
22,Carleton College,Win 13-8,-0.2,Counts,0.0194,2022-03-05,Smoky Mountain Invite 2022,1,13,8,496.16,5,1672.93,2179.46,2169.09,2179.66,2169.09,42.080346000000006,North Carolina,15,0.6190476190476191
40,Colorado State,Win 13-8,-3.44,Counts,0.0194,2022-03-05,Smoky Mountain Invite 2022,1,13,8,496.16,5,1509.55,2182.7,2005.71,2186.14,2005.71,38.910774,North Carolina,16,0.6190476190476191
24,Ohio State,Win 15-8,0.95,Counts,0.0194,2022-03-05,Smoky Mountain Invite 2022,1,15,8,564.81,7,1662.49,2178.3,2227.3,2177.3500000000004,2227.3,43.20962000000001,North Carolina,17,0.6521739130434783
13,Minnesota,Win 15-11,0.72,Counts,0.0194,2022-03-06,Smoky Mountain Invite 2022,1,15,11,381.16,4,1834.48,2178.53,2215.64,2177.8100000000004,2215.64,42.983416,North Carolina,18,0.5769230769230769
5,Pittsburgh,Win 15-11,3.99,Counts,0.0194,2022-03-06,Smoky Mountain Invite 2022,1,15,11,381.16,4,1999.22,2175.27,2380.38,2171.28,2380.38,46.179372,North Carolina,19,0.5769230769230769
1,Brown,Loss 13-15,-3.64,Counts,0.0194,2022-03-06,Smoky Mountain Invite 2022,0,13,15,-214.18,-2,2209.79,2182.9,1995.61,2186.54,1995.61,38.714833999999996,North Carolina,20,0.4642857142857143
25,Maryland,Win 13-6,1.98,Counts,0.0245,2022-04-02,Easterns 2022,1,13,6,600,7,1657.91,2177.28,2257.91,2175.3,2257.91,55.318795,North Carolina,21,0.6842105263157895
65,Temple,Win 13-6,-5.51,Counts,0.0245,2022-04-02,Easterns 2022,1,13,6,600,7,1359.72,2184.77,1959.72,2190.28,1959.72,48.01314,North Carolina,22,0.6842105263157895
18,Tufts,Win 13-7,2.36,Counts,0.0245,2022-04-02,Easterns 2022,1,13,7,557.53,6,1715.78,2176.89,2273.31,2174.5299999999997,2273.31,55.696095,North Carolina,23,0.65
17,Texas,Win 13-8,2.17,Counts,0.0245,2022-04-02,Easterns 2022,1,13,8,496.16,5,1769.66,2177.08,2265.82,2174.91,2265.82,55.51259,North Carolina,24,0.6190476190476191
16,Michigan,Win 14-10,0.69,Counts,0.0245,2022-04-03,Easterns 2022,1,14,10,398.7,4,1807.83,2178.57,2206.5299999999997,2177.88,2206.5299999999997,54.059985,North Carolina,25,0.5833333333333334
5,Pittsburgh,Win 11-10,-1.38,Counts,0.0245,2022-04-03,Easterns 2022,1,11,10,125,1,1999.22,2180.64,2124.2200000000003,2182.02,2124.2200000000003,52.04339000000001,North Carolina,26,0.5238095238095238
8,Georgia,Loss 12-15,-13.81,Counts,0.0245,2022-04-03,Easterns 2022,0,12,15,-300.49,-3,1930.07,2193.06,1629.58,2206.87,1629.58,39.92471,North Carolina,27,0.4444444444444444
79,Charleston,Win 13-4,0,Ignored,0,2022-04-23,Carolina D I College Mens CC 2022,1,13,4,600,9,1252.6,2179.26,1852.6,2179.26,0,0,North Carolina,28,0.7647058823529411
42,South Carolina,Win 13-8,-5.66,Counts,0.0291,2022-04-23,Carolina D I College Mens CC 2022,1,13,8,496.16,5,1494.37,2184.92,1990.53,2190.58,1990.53,57.924423000000004,North Carolina,29,0.6190476190476191
23,Duke,Win 13-3,2.74,Counts,0.0291,2022-04-23,Carolina D I College Mens CC 2022,1,13,3,600,10,1670.4,2176.52,2270.4,2173.78,2270.4,66.06864,North Carolina,30,0.8125
191,Wake Forest,Win 13-2,0,Ignored,0,2022-04-23,Carolina D I College Mens CC 2022,1,13,2,600,11,791.08,2179.26,1391.08,2179.26,0,0,North Carolina,31,0.8666666666666667
41,North Carolina-Charlotte,Win 15-11,-8.69,Counts,0.0291,2022-04-24,Carolina D I College Mens CC 2022,1,15,11,381.16,4,1508.52,2187.95,1889.68,2196.64,1889.68,54.989688,North Carolina,32,0.5769230769230769
14,North Carolina State,Win 15-8,6.4,Counts,0.0291,2022-04-24,Carolina D I College Mens CC 2022,1,15,8,564.81,7,1827.64,2172.86,2392.45,2166.46,2392.45,69.620295,North Carolina,33,0.6521739130434783
73,Delaware,Win 13-7,-11.44,Counts,0.0327,2022-05-07,Atlantic Coast D I College Mens Regionals 2022,1,13,7,557.53,6,1283.29,2190.7,1840.82,2202.14,1840.82,60.194814,North Carolina,34,0.65
30,North Carolina-Wilmington,Win 13-9,-5.61,Counts,0.0327,2022-05-07,Atlantic Coast D I College Mens Regionals 2022,1,13,9,418.57,4,1594.83,2184.86,2013.3999999999999,2190.4700000000003,2013.3999999999999,65.83818,North Carolina,35,0.5909090909090909
23,Duke,Win 13-4,3.08,Counts,0.0327,2022-05-07,Atlantic Coast D I College Mens Regionals 2022,1,13,4,600,9,1670.4,2176.17,2270.4,2173.09,2270.4,74.24208,North Carolina,36,0.7647058823529411
37,Virginia,Win 13-2,0,Ignored,0,2022-05-07,Atlantic Coast D I College Mens Regionals 2022,1,13,2,600,11,1514.83,2179.26,2114.83,2179.26,0,0,North Carolina,37,0.8666666666666667
27,William & Mary,Win 15-2,1.23,Counts,0.0327,2022-05-08,Atlantic Coast D I College Mens Regionals 2022,1,15,2,600,13,1615.6,2178.03,2215.6,2176.8,2215.6,72.45012,North Carolina,38,0.8823529411764706
14,North Carolina State,Win 15-12,-1.73,Counts,0.0327,2022-05-08,Atlantic Coast D I College Mens Regionals 2022,1,15,12,300.49,3,1827.64,2180.99,2128.13,2182.72,2128.13,69.58985100000001,North Carolina,39,0.5555555555555556
9,Vermont,Win 15-11,4.17,Counts,0.038900000000000004,2022-05-27,2022 D I College Championships,1,15,11,381.16,4,1901.02,2175.09,2282.18,2170.92,2282.18,88.776802,North Carolina,40,0.5769230769230769
21,Wisconsin,Win 15-12,-8.06,Counts,0.038900000000000004,2022-05-27,2022 D I College Championships,1,15,12,300.49,3,1679.64,2187.31,1980.13,2195.37,1980.13,77.02705700000001,North Carolina,41,0.5555555555555556
24,Ohio State,Win 15-9,-0.05,Counts,0.038900000000000004,2022-05-28,2022 D I College Championships,1,15,9,515.48,6,1662.49,2179.31,2177.9700000000003,2179.36,2177.9700000000003,84.72303300000002,North Carolina,42,0.625
10,California,Win 15-5,10.94,Counts,0.038900000000000004,2022-05-28,2022 D I College Championships,1,15,5,600,10,1849.7,2168.31,2449.7,2157.37,2449.7,95.29333,North Carolina,43,0.75
3,Colorado,Win 15-9,19.47,Counts,0.038900000000000004,2022-05-29,2022 D I College Championships,1,15,9,515.48,6,2144.95,2159.78,2660.43,2140.3100000000004,2660.43,103.490727,North Carolina,44,0.625
8,Georgia,Win 15-9,10.78,Counts,0.038900000000000004,2022-05-29,2022 D I College Championships,1,15,9,515.48,6,1930.07,2168.48,2445.55,2157.7,2445.55,95.13189500000001,North Carolina,45,0.625
1,Brown,Win 15-10,19.59,Counts,0.038900000000000004,2022-05-30,2022 D I College Championships,1,15,10,453.6,5,2209.79,2159.66,2663.39,2140.0699999999997,2663.39,103.60587100000001,North Carolina,46,0.6
58,Stanford,Win 15-5,0,Ignored,0,2022-02-19,Presidents Day Invite 2022,1,15,5,600,10,1412.07,2144.95,2012.07,2144.95,0,0,Colorado,1,0.75
36,California-Santa Cruz,Win 15-5,0,Ignored,0,2022-02-19,Presidents Day Invite 2022,1,15,5,600,10,1524.13,2144.95,2124.13,2144.95,0,0,Colorado,2,0.75
151,Arizona State,Win 15-0,0,Ignored,0,2022-02-19,Presidents Day Invite 2022,1,15,0,600,15,955.51,2144.95,1555.51,2144.95,0,0,Colorado,3,1
29,UCLA,Win 10-6,-1.39,Counts,0.0263,2022-02-19,Presidents Day Invite 2022,1,10,6,496.16,4,1597.35,2146.34,2093.5099999999998,2147.73,2093.5099999999998,55.059312999999996,Colorado,4,0.625
63,California-Santa Barbara,Win 15-3,0,Ignored,0,2022-02-20,Presidents Day Invite 2022,1,15,3,600,12,1375.9,2144.95,1975.9,2144.95,0,0,Colorado,5,0.8333333333333334
10,California,Win 12-11,-5.02,Counts,0.0286,2022-02-20,Presidents Day Invite 2022,1,12,11,125,1,1849.7,2149.97,1974.7,2154.99,1974.7,56.476420000000005,Colorado,6,0.5217391304347826
36,California-Santa Cruz,Win 11-7,-4.41,Counts,0.0279,2022-02-21,Presidents Day Invite 2022,1,11,7,466.89,4,1524.13,2149.36,1991.02,2153.77,1991.02,55.549458,Colorado,7,0.6111111111111112
19,Oregon,Win 15-9,2.34,Counts,0.0286,2022-02-21,Presidents Day Invite 2022,1,15,9,515.48,6,1709,2142.6,2224.48,2140.2599999999998,2224.48,63.620128,Colorado,8,0.625
6,Cal Poly-SLO,Win 11-10,-1.01,Counts,0.0286,2022-02-21,Presidents Day Invite 2022,1,11,10,125,1,1985.66,2145.96,2110.66,2146.9700000000003,2110.66,60.364875999999995,Colorado,9,0.5238095238095238
13,Minnesota,Win 12-11,-6.16,Counts,0.0321,2022-03-05,Smoky Mountain Invite 2022,1,12,11,125,1,1834.48,2151.11,1959.48,2157.27,1959.48,62.89930799999999,Colorado,10,0.5217391304347826
14,North Carolina State,Win 13-8,5.94,Counts,0.0321,2022-03-05,Smoky Mountain Invite 2022,1,13,8,496.16,5,1827.64,2139.01,2323.8,2133.07,2323.8,74.59398,Colorado,11,0.6190476190476191
52,Indiana,Win 13-11,-15.77,Counts,0.0321,2022-03-05,Smoky Mountain Invite 2022,1,13,11,228.84,2,1441.23,2160.71,1670.07,2176.48,1670.07,53.60924699999999,Colorado,12,0.5416666666666666
8,Georgia,Win 15-13,-0.02,Counts,0.0321,2022-03-05,Smoky Mountain Invite 2022,1,15,13,214.18,2,1930.07,2144.97,2144.25,2144.99,2144.25,68.83042499999999,Colorado,13,0.5357142857142857
13,Minnesota,Win 15-8,8.44,Counts,0.0321,2022-03-06,Smoky Mountain Invite 2022,1,15,8,564.81,7,1834.48,2136.5,2399.29,2128.06,2399.29,77.017209,Colorado,14,0.6521739130434783
17,Texas,Win 15-12,-2.48,Counts,0.0321,2022-03-06,Smoky Mountain Invite 2022,1,15,12,300.49,3,1769.66,2147.43,2070.15,2149.91,2070.15,66.451815,Colorado,15,0.5555555555555556
1,Brown,Loss 14-15,-2,Counts,0.0321,2022-03-06,Smoky Mountain Invite 2022,0,14,15,-125,-1,2209.79,2146.95,2084.79,2148.95,2084.79,66.921759,Colorado,16,0.4827586206896552
NA,Denver-B,Win 15-0,0,Ignored,0,2022-04-16,Rocky Mountain D I College Mens CC 2022,1,15,0,600,15,11.18,2144.95,611.18,2144.95,0,0,Colorado,17,1
135,Colorado-B,Win 15-3,0,Ignored,0,2022-04-16,Rocky Mountain D I College Mens CC 2022,1,15,3,600,12,1015.4,2144.95,1615.4,2144.95,0,0,Colorado,18,0.8333333333333334
122,Denver,Win 15-3,0,Ignored,0,2022-04-17,Rocky Mountain D I College Mens CC 2022,1,15,3,600,12,1075.81,2144.95,1675.81,2144.95,0,0,Colorado,19,0.8333333333333334
40,Colorado State,Win 14-7,-2.5,Counts,0.0454,2022-04-17,Rocky Mountain D I College Mens CC 2022,1,14,7,582.89,7,1509.55,2147.45,2092.44,2149.95,2092.44,94.99677600000001,Colorado,20,0.6666666666666666
250,Texas-B,Win 13-2,0,Ignored,0,2022-04-30,South Central D I College Mens Regionals 2022,1,13,2,600,11,609.58,2144.95,1209.58,2144.95,0,0,Colorado,21,0.8666666666666667
72,Texas A&M,Win 13-6,-13.74,Counts,0.051,2022-04-30,South Central D I College Mens Regionals 2022,1,13,6,600,7,1289.26,2158.69,1889.26,2172.43,1889.26,96.35225999999999,Colorado,22,0.6842105263157895
32,Washington University,Win 13-7,0.15,Counts,0.051,2022-04-30,South Central D I College Mens Regionals 2022,1,13,7,557.53,6,1590.18,2144.8,2147.71,2144.65,2147.71,109.53321,Colorado,23,0.65
135,Colorado-B,Win 15-3,0,Ignored,0,2022-04-30,South Central D I College Mens Regionals 2022,1,15,3,600,12,1015.4,2144.95,1615.4,2144.95,0,0,Colorado,24,0.8333333333333334
40,Colorado State,Win 15-9,-6.45,Counts,0.051,2022-05-01,South Central D I College Mens Regionals 2022,1,15,9,515.48,6,1509.55,2151.39,2025.03,2157.8399999999997,2025.03,103.27653,Colorado,25,0.625
17,Texas,Win 15-7,12.08,Counts,0.051,2022-05-01,South Central D I College Mens Regionals 2022,1,15,7,600,8,1769.66,2132.87,2369.66,2120.79,2369.66,120.85265999999999,Colorado,26,0.6818181818181818
32,Washington University,Win 15-7,3.11,Counts,0.0643,2022-05-27,2022 D I College Championships,1,15,7,600,8,1590.18,2141.84,2190.1800000000003,2138.73,2190.1800000000003,140.828574,Colorado,27,0.6818181818181818
14,North Carolina State,Win 15-10,9.36,Counts,0.0643,2022-05-27,2022 D I College Championships,1,15,10,453.6,5,1827.64,2135.59,2281.2400000000002,2126.23,2281.2400000000002,146.683732,Colorado,28,0.6
13,Minnesota,Win 15-6,19.88,Counts,0.0643,2022-05-28,2022 D I College Championships,1,15,6,600,9,1834.48,2125.06,2434.48,2105.18,2434.48,156.537064,Colorado,29,0.7142857142857143
11,Washington,Win 15-11,5.78,Counts,0.0643,2022-05-28,2022 D I College Championships,1,15,11,381.16,4,1847.95,2139.17,2229.11,2133.39,2229.11,143.331773,Colorado,30,0.5769230769230769
6,Cal Poly-SLO,Win 15-8,27.85,Counts,0.0643,2022-05-29,2022 D I College Championships,1,15,8,564.81,7,1985.66,2117.1,2550.4700000000003,2089.25,2550.4700000000003,163.99522100000002,Colorado,31,0.6521739130434783
2,North Carolina,Loss 9-15,-33.05,Counts,0.0643,2022-05-29,2022 D I College Championships,0,9,15,-515.48,-6,2179.26,2177.99,1663.7800000000002,2211.04,1663.7800000000002,106.981054,Colorado,32,0.375
63,California-Santa Barbara,Win 15-5,0,Ignored,0,2022-01-28,Santa Barbara Invite 2022,1,15,5,600,10,1375.9,2039.12,1975.9,2039.12,0,0,Brigham Young,1,0.75
6,Cal Poly-SLO,Win 13-9,17.81,Counts,0.04650000000000001,2022-01-28,Santa Barbara Invite 2022,1,13,9,418.57,4,1985.66,2021.32,2404.23,2003.51,2404.23,111.79669500000001,Brigham Young,2,0.5909090909090909
70,Chicago,Win 15-9,-9.57,Counts,0.04650000000000001,2022-01-29,Santa Barbara Invite 2022,1,15,9,515.48,6,1327.52,2048.69,1843,2058.26,1843,85.69950000000001,Brigham Young,3,0.625
81,Santa Clara,Win 15-2,0,Ignored,0,2022-01-29,Santa Barbara Invite 2022,1,15,2,600,13,1243.95,2039.12,1843.95,2039.12,0,0,Brigham Young,4,0.8823529411764706
29,UCLA,Win 13-11,-10.39,Counts,0.04650000000000001,2022-01-29,Santa Barbara Invite 2022,1,13,11,228.84,2,1597.35,2049.51,1826.1899999999998,2059.9,1826.1899999999998,84.91783500000001,Brigham Young,5,0.5416666666666666
10,California,Win 15-13,1.21,Counts,0.04650000000000001,2022-01-29,Santa Barbara Invite 2022,1,15,13,214.18,2,1849.7,2037.91,2063.88,2036.7,2063.88,95.97042000000002,Brigham Young,6,0.5357142857142857
114,Florida State,Win 13-8,-23.09,Counts,0.0493,2022-02-05,Warm Up 2022,1,13,8,496.16,5,1097.48,2062.21,1593.64,2085.3,1593.64,78.566452,Brigham Young,7,0.6190476190476191
158,South Florida,Win 13-6,-27.04,Counts,0.0493,2022-02-05,Warm Up 2022,1,13,6,600,7,917.32,2066.16,1517.3200000000002,2093.2,1517.3200000000002,74.803876,Brigham Young,8,0.6842105263157895
5,Pittsburgh,Win 13-7,26.83,Counts,0.0493,2022-02-05,Warm Up 2022,1,13,7,557.53,6,1999.22,2012.3,2556.75,1985.47,2556.75,126.04777499999999,Brigham Young,9,0.65
106,LSU,Win 13-8,-20.79,Counts,0.0493,2022-02-05,Warm Up 2022,1,13,8,496.16,5,1141.7,2059.92,1637.8600000000001,2080.71,1637.8600000000001,80.746498,Brigham Young,10,0.6190476190476191
72,Texas A&M,Win 13-4,0,Ignored,0,2022-02-05,Warm Up 2022,1,13,4,600,9,1289.26,2039.12,1889.26,2039.12,0,0,Brigham Young,11,0.7647058823529411
12,Northeastern,Win 13-7,18.55,Counts,0.0493,2022-02-05,Warm Up 2022,1,13,7,557.53,6,1839.64,2020.57,2397.17,2002.02,2397.17,118.180481,Brigham Young,12,0.65
